STATN	STNCODE	MONTH	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:number_of_values	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:number_of_values	DOXY_BTL_bottom:mean	DOXY_BTL_bottom:std	DOXY_BTL_bottom:number_of_values	O2SAT_BTL:mean	O2SAT_BTL:std	O2SAT_BTL:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CHLA:mean	CHLA:std	CHLA:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values
NB1 / B3	GBSX58	05	5.70	1.22	19	3.59	0.34	19	8.63	0.60	37	111.42	4.32	3	nan	nan	0	0.06	0.04	20	1.22	1.28	20	32.92	7.32	20	0.10	0.04	20	0.86	1.25	20	0.26	0.12	20	17.63	1.96	20	17.63	1.96	20	nan	nan	0	2.50	0.85	13
NB1 / B3	GBSX58	06	10.05	1.67	14	3.63	0.27	13	7.84	0.64	38	nan	nan	2	nan	nan	0	0.04	0.05	14	0.87	0.68	14	27.07	3.91	14	0.10	0.06	14	0.55	0.61	14	0.22	0.08	14	16.25	1.39	14	16.25	1.39	14	nan	nan	0	3.46	0.72	12
NB1 / B3	GBSX58	07	14.80	3.50	9	3.66	0.49	8	7.02	0.58	26	nan	nan	1	nan	nan	0	0.03	0.01	7	0.67	0.68	7	24.63	4.44	7	0.12	0.12	7	0.28	0.48	7	0.32	0.29	6	16.01	1.27	7	16.01	1.27	7	nan	nan	0	3.60	1.07	5
NB1 / B3	GBSX58	08	15.73	2.36	14	3.77	0.33	14	6.43	0.83	41	nan	nan	2	nan	nan	0	0.03	0.01	12	0.82	0.67	11	23.49	3.76	13	0.08	0.04	12	0.42	0.52	11	0.29	0.18	12	16.17	1.12	13	16.17	1.12	13	nan	nan	0	3.81	0.79	8
NB1 / B3	GBSX58	09	11.73	2.26	13	4.18	0.48	13	6.54	0.70	36	nan	nan	2	nan	nan	0	0.08	0.09	12	1.28	1.03	12	24.37	2.38	12	0.11	0.04	12	0.96	0.95	12	0.26	0.15	10	17.23	1.40	12	17.23	1.40	12	nan	nan	0	3.81	0.56	8
NB1 / B3	GBSX58	10	8.13	2.45	11	4.40	0.60	11	7.02	0.67	26	nan	nan	2	nan	nan	0	0.20	0.18	11	3.22	1.06	10	28.19	3.07	11	0.18	0.04	11	2.57	1.13	10	0.49	0.37	10	19.09	1.27	11	19.09	1.27	11	nan	nan	0	3.50	0.65	7
NB1 / B3	GBSX58	11	3.84	1.58	7	4.58	0.29	7	7.83	0.71	19	nan	nan	1	nan	nan	0	0.30	0.14	7	4.69	0.67	7	29.57	3.99	7	0.19	0.07	7	4.11	0.81	7	0.39	0.18	7	19.32	1.54	7	19.32	1.54	7	nan	nan	0	nan	nan	2
NB1 / B3	GBSX58	12	2.99	1.07	6	4.57	0.51	6	8.41	0.74	17	nan	nan	0	nan	nan	0	0.32	0.16	6	5.28	0.77	6	28.89	4.73	6	0.18	0.07	6	4.76	0.58	6	0.35	0.22	6	19.40	1.24	6	19.40	1.24	6	nan	nan	0	nan	nan	1
F9 / A13	GBBX43	01	1.29	0.67	12	3.08	0.05	12	7.71	0.26	18	nan	nan	1	nan	nan	0	0.04	0.01	11	7.35	0.50	11	36.19	1.96	11	0.05	0.01	11	7.20	0.47	11	0.10	0.04	11	19.23	1.25	12	19.23	1.25	12	nan	nan	0	nan	nan	0
F9 / A13	GBBX43	02	0.22	0.34	7	3.11	0.05	7	8.14	0.37	7	nan	nan	0	nan	nan	0	0.05	0.01	7	7.43	0.50	7	36.73	2.29	7	0.05	0.01	7	7.29	0.46	7	0.10	0.04	7	19.19	0.91	7	19.19	0.91	7	nan	nan	0	nan	nan	1
F9 / A13	GBBX43	03	-0.04	0.23	11	3.11	0.09	11	8.77	0.64	7	nan	nan	0	nan	nan	0	0.04	0.01	11	8.13	0.66	11	38.23	3.10	11	0.05	0.01	11	7.88	0.58	11	0.20	0.09	11	20.62	1.24	11	20.62	1.24	11	nan	nan	0	nan	nan	0
F9 / A13	GBBX43	04	0.53	0.45	13	3.11	0.07	13	8.59	0.62	9	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	19.18	0.76	13	19.18	0.76	13	nan	nan	0	nan	nan	1
F9 / A13	GBBX43	05	2.26	1.12	18	3.05	0.10	18	8.86	0.29	25	nan	nan	1	nan	nan	0	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	19.38	1.18	18	19.38	1.18	18	nan	nan	0	5.67	1.31	3
F9 / A13	GBBX43	06	5.80	2.22	19	3.02	0.11	18	8.84	0.39	29	nan	nan	1	nan	nan	0	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	19.12	1.97	19	19.12	1.97	19	nan	nan	0	4.88	0.82	4
F9 / A13	GBBX43	07	13.21	2.51	17	2.90	0.12	15	8.64	0.26	24	nan	nan	0	nan	nan	0	nan	nan	2	nan	nan	2	nan	nan	1	nan	nan	2	nan	nan	2	nan	nan	2	16.62	1.21	17	16.62	1.21	17	nan	nan	0	4.75	0.25	4
F9 / A13	GBBX43	08	15.15	1.41	15	2.91	0.12	14	8.23	0.31	25	nan	nan	0	nan	nan	0	nan	nan	2	nan	nan	2	nan	nan	1	nan	nan	2	nan	nan	2	nan	nan	1	16.47	0.89	16	16.47	0.89	16	nan	nan	0	nan	nan	1
F9 / A13	GBBX43	09	12.38	2.85	10	2.92	0.11	10	7.91	0.41	24	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	17.31	1.24	10	17.31	1.24	10	nan	nan	0	nan	nan	1
F9 / A13	GBBX43	10	7.05	0.91	6	2.91	0.08	6	7.68	0.27	15	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	18.67	0.88	7	18.67	0.88	7	nan	nan	0	nan	nan	2
F9 / A13	GBBX43	11	5.04	0.60	7	2.99	0.12	7	7.71	0.22	16	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	18.56	0.81	7	18.56	0.81	7	nan	nan	0	nan	nan	0
F9 / A13	GBBX43	12	3.35	1.06	24	3.03	0.07	24	7.55	0.24	23	96.65	1.34	12	nan	nan	0	0.05	0.02	23	6.51	0.56	23	35.57	3.46	23	0.09	0.04	22	6.27	0.59	22	0.25	0.16	22	20.15	2.78	24	20.15	2.78	24	nan	nan	0	nan	nan	2
F3 / A5	GBBX45	01	0.85	0.57	11	3.02	0.06	11	8.89	0.37	18	nan	nan	1	nan	nan	0	0.05	0.01	10	7.23	0.66	10	36.49	1.47	10	0.06	0.01	10	6.96	0.65	10	0.21	0.18	10	19.48	1.14	11	19.48	1.14	11	nan	nan	0	nan	nan	0
F3 / A5	GBBX45	02	-0.06	0.13	5	3.06	0.05	5	9.15	0.48	10	nan	nan	0	nan	nan	0	0.05	0.02	6	7.59	0.50	6	37.31	2.67	6	0.09	0.05	6	7.37	0.44	6	0.13	0.07	6	19.30	0.95	6	19.30	0.95	6	nan	nan	0	nan	nan	1
F3 / A5	GBBX45	03	-0.08	0.10	13	3.00	0.26	13	8.51	0.61	13	nan	nan	0	nan	nan	0	0.05	0.01	13	7.89	0.48	13	38.47	2.90	13	0.06	0.01	13	7.68	0.46	13	0.16	0.04	13	20.29	0.95	13	20.29	0.95	13	nan	nan	0	nan	nan	0
F3 / A5	GBBX45	04	0.26	0.32	7	3.04	0.08	7	8.85	0.67	7	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	19.70	0.69	7	19.70	0.69	7	nan	nan	0	nan	nan	1
F3 / A5	GBBX45	05	1.17	0.76	19	3.02	0.08	19	8.58	0.74	27	nan	nan	1	nan	nan	0	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	19.15	1.60	19	19.15	1.60	19	nan	nan	0	5.38	1.39	4
F3 / A5	GBBX45	06	6.38	2.88	20	2.80	0.24	19	8.43	0.52	32	nan	nan	1	nan	nan	0	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	nan	nan	1	18.99	1.75	20	18.99	1.75	20	nan	nan	0	4.00	0.35	4
F3 / A5	GBBX45	07	13.58	2.50	16	2.65	0.22	14	8.41	0.43	16	nan	nan	0	nan	nan	0	nan	nan	2	nan	nan	2	nan	nan	1	nan	nan	2	nan	nan	2	nan	nan	2	17.57	2.00	16	17.57	2.00	16	nan	nan	0	4.38	0.96	4
F3 / A5	GBBX45	08	15.70	1.44	14	2.55	0.11	13	8.24	0.44	27	nan	nan	0	nan	nan	0	nan	nan	2	nan	nan	2	nan	nan	1	nan	nan	2	nan	nan	2	nan	nan	1	17.58	0.71	15	17.58	0.71	15	nan	nan	0	nan	nan	1
F3 / A5	GBBX45	09	13.19	1.81	10	2.74	0.14	10	8.13	0.64	21	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	17.39	1.12	10	17.39	1.12	10	nan	nan	0	nan	nan	1
F3 / A5	GBBX45	10	7.27	1.55	6	2.89	0.08	6	8.10	0.38	12	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	18.77	0.57	6	18.77	0.57	6	nan	nan	0	nan	nan	2
F3 / A5	GBBX45	11	5.17	0.83	7	2.98	0.11	7	8.07	0.25	23	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	nan	nan	0	18.73	1.02	7	18.73	1.02	7	nan	nan	0	nan	nan	0
F3 / A5	GBBX45	12	3.51	1.60	13	2.94	0.13	13	8.17	0.43	19	nan	nan	0	nan	nan	0	0.04	0.02	12	6.35	0.67	12	36.62	3.26	12	0.11	0.04	11	5.79	0.83	11	0.47	0.22	12	19.20	0.79	13	19.20	0.79	13	nan	nan	0	nan	nan	1
